molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3900628,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,2.0
CHEMBL3928602,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(CC4CC4)CC3)c2)nn1,2.0
CHEMBL3927546,COCCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)o5)ccc4C)nn3)c2)CC1,1.0
CHEMBL3951752,C=CCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)o5)ccc4C)nn3)c2)CC1,5.0
CHEMBL3915027,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(CC(C)C)CC3)c2)nn1,5.0
CHEMBL3898292,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCNCC3)c2)nn1,1.0
CHEMBL3929800,CCOCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)o5)ccc4C)nn3)c2)CC1,7.0
CHEMBL3959764,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(C(=O)OC(C)(C)C)CC3)c2)nn1,141.0
CHEMBL3932260,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCNCC3)c2)nn1,4.0
CHEMBL3970814,CCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,9.0
CHEMBL3937760,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,6.0
CHEMBL3975908,CCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,8.0
CHEMBL3946593,CCOCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,10.0
CHEMBL3983930,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(C(C)(C)C)CC3)c2)nn1,10.0
CHEMBL3958684,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(CC(C)C)CC3)c2)nn1,18.0
CHEMBL3952224,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)s2)cc1-n1cc(-c2cncc(N3CCN(CC4CC4)CC3)c2)nn1,8.0
CHEMBL3924548,C=CCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,13.0
CHEMBL3931777,COCCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)s5)ccc4C)nn3)c2)CC1,7.0
CHEMBL3921125,Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCN(C4CC4)CC3)c2)nn1,31.0
CHEMBL3944223,CCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5cc(C)n(C(C)(C)C)n5)ccc4C)nn3)c2)CC1,10.0
CHEMBL3970327,Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCN(C(C)C)CC3)c2)nn1,13.0
CHEMBL3917377,CCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5cc(C)n(C(C)(C)C)n5)ccc4C)nn3)c2)CC1,11.0
CHEMBL3945263,Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,11.0
CHEMBL3894425,Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCCN(C)CC3)c2)nn1,9.0
CHEMBL3953997,Cc1ccc(NC(=O)c2cc(CNC(C)(C)C)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,11.0
CHEMBL3901678,Cc1ccc(NC(=O)c2cc(CNC3CCN(C)CC3)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,14.0
CHEMBL3964223,Cc1ccc(NC(=O)c2cc(CN3CCN(C)CC3)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,16.0
CHEMBL3941325,Cc1ccc(NC(=O)c2cc(CN(C)CCN(C)C)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,36.0
CHEMBL3909903,Cc1ccc(NC(=O)c2cc(CN(C)C)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,11.0
CHEMBL3932337,Cc1ccc(NC(=O)c2cc(CNCCN(C)C)c(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,10.0
CHEMBL3957965,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,39.0
CHEMBL3949308,O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,24.8
CHEMBL3952636,O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,24.9
CHEMBL3924928,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1F,26.0
CHEMBL3960088,Cc1cc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ccc1Oc1cc(NC(=O)C2CC2)ncn1,97.0
CHEMBL3931364,Cc1cc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cnc1Oc1ccnc(NC(=O)C2CC2)c1,15.7
CHEMBL3940400,O=C(Nc1cnc(Oc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,18.1
CHEMBL3952726,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)nc1)Nc1ccc(Cl)c(C(F)(F)F)c1,19.7
CHEMBL3984709,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cn1,24.7
CHEMBL3947363,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,3.6
CHEMBL3976632,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,15.0
CHEMBL3946238,O=C(Nc1cc(F)cc(Oc2ccnc(NC(=O)C3CC3)c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,5.1
CHEMBL3972376,O=C(Nc1cnc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,9.1
CHEMBL3926946,CC1(C(=O)Nc2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3F)ccn2)CC1,21.0
CHEMBL3894725,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,7.3
CHEMBL3896485,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,18.0
CHEMBL3961993,Cc1cc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,25.0
CHEMBL3910983,O=C(Nc1cccc(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,9.4
CHEMBL3984219,CC(F)(F)c1cc(F)cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,8.9
CHEMBL3973002,CS(=O)(=O)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,26.0
CHEMBL3986500,CN1CCC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,5.3
CHEMBL3909183,CC1CN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C(=O)O1,37.5
CHEMBL3966058,CC(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,13.0
CHEMBL3903645,CC1CN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC(C)O1,73.6
CHEMBL3986639,CN(C)C1CCN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,11.0
CHEMBL3916992,O=C(Nc1cc(N2CCC(O)CC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,23.6
CHEMBL3953630,O=C(Nc1cc(N2CCCC2=O)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,13.0
CHEMBL3939532,CC(F)(F)c1cncc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c1,65.0
CHEMBL3937184,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(C2CC2)ccc1F,116.0
CHEMBL3909258,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc2[nH]cc(F)c2c1,90.0
CHEMBL3978551,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,6.3
CHEMBL3940692,N#Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc1C(F)(F)F,7.0
CHEMBL3970244,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc(Cl)c(OC(F)(F)F)c1,14.9
CHEMBL3931682,CN1CCN(Cc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cc3)cc(C(F)(F)F)c2)CC1,4.6
CHEMBL3941664,CC(F)(F)c1cncc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)c1,25.0
CHEMBL3913166,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(F)c(C(F)(F)F)c1,145.0
CHEMBL3898689,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cccc(C(F)(F)F)c1,146.0
CHEMBL3931966,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(Cl)c(C(C)(F)F)c1,45.0
CHEMBL3930387,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc(NC(=O)C4CC4)ncn3)c(F)c2)ccc1Cl,153.0
CHEMBL3921434,O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1F)Nc1cc(C(F)(F)F)ccc1F,31.0
CHEMBL3975481,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1F,41.0
CHEMBL3908195,CC(F)(F)c1ccc(F)c(NC(=O)Nc2ccc(Oc3cc(NC(=O)C4CC4)ncn3)cc2F)c1,32.0
CHEMBL3977258,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc(NC(=O)C4CC4)ncn3)cc2F)ccc1Cl,24.0
CHEMBL3914631,Cc1cc(NC(=O)Nc2cc(C(C)(F)F)ccc2F)ccc1Oc1cc(NC(=O)C2CC2)ncn1,111.0
CHEMBL3940325,Cc1cc(NC(=O)Nc2ccc(F)c(C(C)(F)F)c2)ccc1Oc1cc(NC(=O)C2CC2)ncn1,293.0
CHEMBL3905711,Cc1cc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cnc1Oc1ccnc(NC(=O)C2CC2)c1,10.4
CHEMBL3964796,COc1ccc(NC(=O)Nc2cnc(Oc3ccnc(NC(=O)C4CC4)c3)c(C)c2)cc1C(F)(F)F,8.6
CHEMBL3977445,Cc1cc(NC(=O)Nc2cc(OC(C)C)cc(C(F)(F)F)c2)cnc1Oc1ccnc(NC(=O)C2CC2)c1,61.4
CHEMBL3948208,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ncc1NC(=O)Nc1cc(C(F)(F)F)ccc1F,7.2
CHEMBL3965770,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ncc1NC(=O)Nc1cc(C(C)(F)F)ccc1F,6.2
CHEMBL3958722,CS(=O)(=O)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)nc2)cc(C(F)(F)F)c1,29.7
CHEMBL3983977,CN1CCC(Nc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)nc3)cc(C(F)(F)F)c2)CC1,12.5
CHEMBL3939419,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)nc1)Nc1cc(N2CCS(=O)(=O)CC2)cc(C(F)(F)F)c1,39.0
CHEMBL3975944,N#Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cn2)cc1C(F)(F)F,25.0
CHEMBL3932302,CS(=O)(=O)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cn2)cc(C(F)(F)F)c1,29.0
CHEMBL3959805,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,11.3
CHEMBL3968567,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1ccc(F)c(C(F)(F)F)c1,26.0
CHEMBL3929084,N#Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)cc1C(F)(F)F,13.0
CHEMBL3964861,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(F)cc(C(F)(F)F)c1,125.0
CHEMBL3913290,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(C(F)(F)F)ccc1Cl,39.0
CHEMBL3968087,CN1CCC(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cc3)cc(C(F)(F)F)c2)CC1,5.5
CHEMBL3969593,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cccc(C(F)(F)F)c1,30.0
CHEMBL3928460,CS(=O)(=O)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)cc(C(F)(F)F)c1,5.1
CHEMBL3977612,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cccc(OC(F)(F)F)c1,14.0
CHEMBL3944994,CC(F)(F)c1ccnc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)c1,15.0
CHEMBL3892248,CC(F)(F)c1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)c1,16.0
CHEMBL3961228,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)ccc1Cl,38.0
CHEMBL3969197,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1ccc2c(c1)C(F)(F)CCO2,3.3
CHEMBL3951823,N#Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)cc(C(F)(F)F)c1,72.0
CHEMBL3977627,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc(F)c(C(F)(F)F)c1,32.0
CHEMBL3930655,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(C(F)(F)F)ccc1F,37.0
CHEMBL3961613,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(C(F)(F)F)ccc1Cl,43.0
CHEMBL3959327,O=C(Nc1cc(-c2ccncc2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,35.4
CHEMBL3893285,CN1CCC(Nc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,7.9
CHEMBL3949794,CC1CN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CCO1,22.5
CHEMBL3985563,C=CC(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,24.0
CHEMBL3939238,CN1CCC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,71.5
CHEMBL3943475,CS(=O)(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,6.6
CHEMBL3939020,O=C(Nc1cc(N2CCS(=O)(=O)CC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,27.0
CHEMBL3902261,CN1CCN(Cc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,23.8
CHEMBL3964493,CN1CCC(Nc2ccc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc2C(F)(F)F)CC1,7.9
CHEMBL3913927,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(C(F)(F)F)ncn1,96.0
CHEMBL3959341,O=C(Nc1cccc(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,9.8
CHEMBL3906129,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,34.7
CHEMBL3893548,CC(F)(F)c1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c1,4.8
CHEMBL3930516,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)ccc1Cl,32.0
CHEMBL3898941,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)ccc1F,56.0
CHEMBL3935930,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1cc(Cl)ccc1F,73.4
CHEMBL3944876,O=C(Nc1cc(-c2cccnc2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,27.5
CHEMBL3920464,CC(C)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,34.3
CHEMBL3913774,CN1CCC(Oc2ccc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc2C(F)(F)F)CC1,19.0
CHEMBL3983575,O=C(Nc1cc(N2CCOCC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,29.8
CHEMBL3972070,N#Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,87.0
CHEMBL3900935,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1ccc(F)c(C(F)(F)F)c1,10.0
CHEMBL3909992,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1cccc(C(F)(F)F)c1,6.8
CHEMBL3985123,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1cccc(OC(F)(F)F)c1,8.8
CHEMBL3915341,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1cc(OC(F)(F)F)ccc1F,13.0
CHEMBL3970841,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1ccc(F)c(OC(F)(F)F)c1,13.0
CHEMBL3908737,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1ccc(Cl)c(C(C)(F)F)c1,11.7
CHEMBL3977680,O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,13.0
CHEMBL3953943,O=C(Nc1cc(F)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,37.0
CHEMBL3908336,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F)Nc1cc(C(F)(F)F)ccc1F,9.0
CHEMBL3905323,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F)Nc1cc(C(F)(F)F)ccc1Cl,19.0
CHEMBL3972921,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,6.4
CHEMBL3896385,O=C(Nc1cc(N2CC(F)(F)C2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,20.1
CHEMBL3895343,O=C(Nc1ccc(F)c(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,19.0
CHEMBL3910894,CC(F)(F)c1ccnc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,10.0
CHEMBL3980939,CC(F)(F)c1cccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,8.9
CHEMBL3913137,CC(F)(F)c1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,7.8
CHEMBL3909831,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)ccc1Cl,8.3
CHEMBL3954891,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)ccc1F,7.1
CHEMBL3910713,N#Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)cc1Cl,11.0
CHEMBL3904994,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cc(F)cc(C(F)(F)F)c1,29.0
CHEMBL3976542,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cc(C(F)(F)F)ccc1F,11.0
CHEMBL3978687,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cc(C(C)(F)F)ccc1F,27.0
CHEMBL3969741,Cc1cc(NC(=O)Nc2ccc(F)c(C(F)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,20.7
CHEMBL3940199,Cc1cc(NC(=O)Nc2cccc(C(F)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,12.5
CHEMBL3978101,Cc1cc(NC(=O)Nc2cccc(OC(F)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,14.0
CHEMBL3982896,Cc1cc(NC(=O)Nc2cc(C(C)(F)F)ccc2F)ccc1Oc1ccnc(NC(=O)C2CC2)c1,16.0
CHEMBL3954230,Cc1cc(NC(=O)Nc2ccc(Cl)c(C(C)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,22.0
CHEMBL3968631,O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(OCC2CNC2)cc(C(F)(F)F)c1,3.7
CHEMBL3932357,Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,7.0
CHEMBL3971428,CN1CC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cc3)cc(C(F)(F)F)c2)C1,9.1
CHEMBL3903725,Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,10000.0
CHEMBL3967980,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1cccc2c(N)nccc12,87.0
CHEMBL3958081,Clc1cc(Cl)c(N/N=C/c2ccncc2)c(Cl)c1,2500.0
CHEMBL3976359,CC1(C)OC(c2ccnc(S)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,160.0
CHEMBL3964998,COC(=O)N[C@@H](C)CNc1nccc(C2=C(c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C(C)(C)O2)n1,97.0
CHEMBL3890133,CC1(C)OC(c2ccnc(NCCC#N)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,13.0
CHEMBL3914605,Nc1nccc(C2=C(c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C3(CCCC3)O2)n1,29.0
CHEMBL3935781,CC(C)CC1(C)OC(c2ccnc(N)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,92.0
CHEMBL3899076,CC(C)CC1(C)OC(c2ccnc(NCCC#N)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,9.6
CHEMBL3927117,COC(=O)N[C@@H](C)CNc1nccc(C2=C(c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C(C)(CC(C)C)O2)n1,27.0
CHEMBL3899681,CC(C)CC1(C)OC(c2ccnc(NCc3nccs3)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,260.0
CHEMBL4110419,CC(C)CC1(C)OC(c2ccnc(NC[C@H]3CCCN3)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,2000.0
CHEMBL3890710,CC(C)CC1(C)OC(c2ccnc(NCC3CCCO3)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,750.0
CHEMBL3959779,CC1(C)OC(c2ccnc(N)n2)=C(c2cc(Cl)cc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,5.5
CHEMBL3983123,CC1(C)OC(c2ccnc(N)n2)=C(c2cc(Cl)cc(NS(=O)(=O)c3cc(F)ccc3F)c2F)C1=O,0.6
CHEMBL3951054,CC1(C)OC(c2ccnc(N)n2)=C(c2cc(Cl)cc(NS(=O)(=O)c3ccc(F)cc3F)c2F)C1=O,10.0
CHEMBL3975151,CC1(C)OC(c2ccnc(N)n2)=C(c2cc(Cl)cc(NS(=O)(=O)c3cccc(F)c3)c2F)C1=O,1.2
